Country,Latitude,Longitude,Battle,Year,Winner,Loser,War_homogenized,Participants_homogenized
Germany,50.927054,11.5892372,Jena,1806,France,Prussia,Napoleonic Wars 4th Coalition,"['Russia', 'Ghana']"
West Bank and Gaza,32.4646353,35.2938591,Jenin,1948,Israel,Iraq,Mexican War,"['Israel', 'Iraq', 'Jordan', 'Benin', 'Haiti']"
West Bank and Gaza,32.4646353,35.2938591,Jenin,1967,Israel,Jordan,Six Day War,"['Iran', 'Israel', 'Benin', 'Peru', 'Italy']"
Brazil,-10.8827745,-37.5130905,Jenipapo,1823,Portugal,Brazilian Rebels,Brazilian War of Independence,"['Brazil', 'Palau', 'Portugal', 'Kenya']"
United States,34.2122253,-92.5499396,Jenkins Ferry,1864,United States,Confederate States of America,American Civil War,"['Albania', 'Yemen', 'Costa Rica']"
West Bank and Gaza,31.8611058,35.4617583,Jericho,1918,"United Kingdom, Australia, New Zealand",Ottoman Empire,World War I,"['Germany', 'Australia', 'Peru', 'Mexico', ' Turkey']"
Israel,31.768319,35.21371,Jerusalem,1917,United Kingdom,Ottoman Empire,World War I,"['Germany', 'Eritrea', 'Ghana', ' Turkey']"
Israel,31.768319,35.21371,Jerusalem (1st),1948,Jordan,Israel,Mexican War,"['Israel', 'Eritrea', 'Germany', 'Peru', 'Iran', 'Benin']"
Israel,31.768319,35.21371,Jerusalem (2nd),1948,Jordan,Israel,Mexican War,"['Germany', 'Israel', 'Peru', 'Ethiopia']"
Israel,31.768319,35.21371,Jerusalem,1967,Israel,Jordan,Six Day War,"['Iran', 'Israel', 'Germany', 'Jordan', 'Peru']"
United States,36.9769053,-77.2229197,Jerusalem Plank Road,1864,Confederate States of America,United States,American Civil War,"['Azerbaijan', 'Peru', 'Nigeria']"
India,25.4411366,78.5727662,Jhansi,1858,United Kingdom,Jhansi,Indian Mutiny,"['India', 'Myanmar', 'Ghana', 'Iran']"
China,27.69965,108.839557,Jiangkou,1851,China,Taiping,Taiping War,['Ghana']
China,40.9867807,117.9104227,Jiangsu,1946,Chinese Nationalists,Chinese Communists,3rd Chinese Revolutionary War,"['China', 'Nigeria', ' France', 'Romania', 'Czechia']"
Costa Rica,9.961335,-85.1220031,Jicaral,1839,"Honduras, Nicaragua",El Salvador,Central American Wars,"['South Africa', ' Honduras', 'Nicaragua', 'El Salvador', ' India']"
Somalia,8.984444,47.147778,Jidballi,1904,"United Kingdom, Somali militia",Somali Islamist Rebels,Wars of the Mad Mullah,"['Israel', 'Bhutan', 'Somalia']"
Ethiopia,9.3567838,42.7955185,Jijiga,1977,Somalia,Ethiopia,Ogaden War,"['Somalia', 'Ethiopia', 'Oman', ' India', 'Malta']"
Ethiopia,9.3567838,42.7955185,Jijiga,1978,"Ethiopia, Cuba",Somalia,Ogaden War,"['Somalia', 'Oman', 'Ethiopia', 'Latvia', 'Cuba', ' India']"
China,43.1520105,126.4371385,Jilin,1900,Russia,China,Russo-Chinese War,"['Taiwan', 'Czechia', 'Russia', 'Spain', 'Philippines']"
China,36.6512,117.120095,Jinan,1928,Japan,China,3rd Chinese Revolutionary War,"['China', 'Japan', ' China ']"
China,23.588928,110.08531,Jintian,1851,Draw,Draw,Taiping War,"['Saudi Arabia', 'Guyana']"
China,41.095685,121.1268459,Jinzhou,1948,Chinese Communists,Chinese Nationalists,3rd Chinese Revolutionary War,"['China', 'Romania', 'Czechia', 'Sudan', 'Kenya']"
Saudi Arabia,26.7657745,44.9930054,Jirab,1915,Rashidis,Saudis,Saudi-Rashidi Wars,"['Sudan', 'Serbia', 'Chad', ' Honduras', 'Iran', 'Eritrea']"
India,24.3008923,74.903339,Jiran,1857,Indian Rebels,United Kingdom,Indian Mutiny,"['India', 'Germany', 'Eritrea', 'Georgia']"
Israel,32.536262,34.911569,Jisr Benat Yakub,1918,Australia,Ottoman Empire,World War I,['Yemen']
Nepal,27.7032998,83.4572168,Jitgargh,1815,Gurkhas,United Kingdom,British-Gurkha War,"['Eritrea', 'Nepal', 'Guatemala', 'Palau', 'Nigeria', 'Bhutan']"
Malaysia,6.264421,100.420232,Jitra,1941,Japan,United Kingdom,World War II,"['Japan', 'Malaysia', 'Eritrea']"
China,29.705077,116.00193,Jiujiang,1855,Taiping,China,Taiping War,"['Ghana', 'Taiwan', 'Sudan', 'Poland']"
Cuba,20.028451,-75.8346466,Jobito,1895,Cuban Rebels,Spain,Cuban War,"['Cuba', 'Spain']"
Indonesia,-7.7955798,110.3694896,Jogjakarta,1948,Netherlands,Indonesian Rebels,Indonesian War of Independence,"['Indonesia', 'Bhutan', ' Indonesia', 'Guatemala', 'Bulgaria', 'Netherlands']"
United States,36.0160867,-88.0011855,Johnsonville,1864,Confederate States of America,United States,American Civil War,"['Chile', ' Venezuela', 'Benin']"
United States,33.3692136,-84.2478386,Jonesborough,1864,United States,Confederate States of America,American Civil War,"['Albania', 'Georgia']"
United States,28.9784106,-95.5044679,Jones Creek,1824,United States,Karankawa Indians,Karankawa Indian War,"['Nepal', 'Mariana Islands', ' India', 'Switzerland']"
Argentina,-24.1843397,-65.302177,Jujuy,1821,Argentinian Rebels,Spain,Mexican War,"['Argentina', 'Romania', 'Uruguay', 'Malta', 'Tunisia']"
United States,40.9883258,-102.2643519,Julesburg,1865,Massacre,Massacre,Cheyenne Indian War,"['Hungary', 'South Africa', ' Colombia']"
Argentina,-34.2272265,-58.1693407,Juncal,1827,Argentina,Brazil,Argentine-Brazilian War,"['Argentina', 'Brazil', 'Uruguay', 'Chile']"
Peru,-11.1581925,-75.9926306,Junin,1824,Peruvian Rebels,Spain,Peruvian War,"['Serbia', 'Chile', 'Peru', 'Spain', 'China']"
United States,26.9443326,-80.0811147,Jupiter Inlet,1838,United States,Seminole Indians,Seminole Indian War,"['India', 'Nigeria', 'Palau', ' Venezuela', ' India']"
Finland,63.4965581,22.5146872,Juthas,1808,Sweden,Russia,Napoleonic Wars Russo-Swedish War,"['Slovenia', 'Russia', 'Finland', 'Sweden', 'Brazil']"
Guatemala,14.1930802,-89.9253233,Jutiapa,1844,Guatemala,El Salvador,Central American Wars,"['South Africa', 'El Salvador', 'Guatemala', 'Tunisia']"
Denmark,56.8381229,5.1680763,Jutland,1916,Draw,Draw,World War I,"['Germany', 'Cuba', 'Eritrea']"
Afghanistan,34.5553494,69.207486,Kabul,1818,Dost Mohammad Barakzai,Mahmud Shah,Afghan Wars of Succession,"['Iran', 'Guatemala', 'Brazil']"
Afghanistan,34.5553494,69.207486,Kabul,1866,Abdur Rahman,Amir Sher Ali,Afghan Wars of Succession,"['Kenya', 'Brazil']"
Afghanistan,34.5553494,69.207486,Kabul,1879,Afghanistan,United Kingdom,Afghan War,"['Eritrea', 'Ghana', 'Iran', 'South Africa', 'Brazil', 'Bhutan']"
Afghanistan,34.5553494,69.207486,Kabul,1929,Muhammad Nadir Khan,Habibullah Kalakani,Afghan Reformist War,"['Iran', 'Brazil']"
Afghanistan,34.5553494,69.207486,Kabul,1978,Afghan Marxists,President Mohammad Daoud,Afghan War,"['Kenya', 'Iran', 'Mexico', 'Brazil', 'Chad']"
Afghanistan,34.5553494,69.207486,Kabul,1979,"USSR, Babrak Kamal",Hafizullah Amin,Afghan War,"['Iran', 'Afghanistan', 'Mexico', 'Russia', 'Latvia', 'Brazil']"
Afghanistan,34.5553494,69.207486,Kabul,1992,Afghan Mujahideen,Afghan Communists,Afghan War,"['Iran', 'Latvia', 'Russia', 'Chad', 'Brazil', 'Afghanistan']"
Afghanistan,34.5553494,69.207486,Kabul,1996,Taliban,"Ahmed Shah Masud, Gulbudin Hekmatyar",Afghan War,"['Iran', 'Afghanistan', 'Pakistan', 'Myanmar', 'Brazil', 'Eritrea', 'Nigeria']"
Afghanistan,34.5553494,69.207486,Kabul,2001,"Northern Alliance, United States, United Kingdom",Taliban,Afghanistan War,"['Afghanistan', 'Brazil', 'Myanmar']"
Algeria,36.7133367,4.040427,Kabylie,1959,France,FLN,Algerian War,"['Tunisia', ' France']"
Afghanistan,34.7669384,74.6072854,Kafir Qala,1818,Afghanistan,Persia,Persian-Afghan Wars,"['Serbia', 'Iran', 'Germany']"
Syria,35.6139047,36.5607888,Kafr,1925,Druze Rebels,France,Druze Rebellion,"['Chad', ' France', 'Syria', 'Algeria', 'Germany']"
Tanzania,-3.7477271,24.5731905,Kagera,1978,Tanzania,Uganda,Tanzanian-Ugandan War,"['Tanzania', 'Uganda', 'Guatemala']"
Japan,31.5965535,130.5571158,Kagoshima,1863,Draw,Draw,Satsuma Rebellion,"['Eritrea', ' Colombia', 'Kenya', 'Latvia']"
Japan,31.5965535,130.5571158,Kagoshima,1877,Japan,Satsuma,Satsuma Rebellion,"['Kenya', 'Japan', ' Colombia', 'Ethiopia']"
Pakistan,29.2982471,68.9023327,Kahan,1840,Afghanistan,United Kingdom,Afghan War,['Eritrea']
China,34.797281,114.307582,Kaifeng,1948,Draw,Draw,3rd Chinese Revolutionary War,"['China', 'Romania', 'Spain', 'Guatemala']"
China,40.394167,122.3664223,Kaiping,1895,Japan,China,Sino-Japanese War,"['Singapore', 'Japan', 'Czechia', ' China ', 'Spain']"
New Zealand,-39.1311611,173.9781861,Kaitake,1864,United Kingdom,Maoris,1st New Zealand War,"['New Zealand', 'Palau']"
 India,20.1860831,85.2334302,Kalanga,1814,United Kingdom,Gurkhas,British-Gurkha War,"['Eritrea', ' India', ' Turkey', 'Nepal', 'Ghana']"
Pakistan,29.0523112,66.5878767,Kalat,1839,United Kingdom,Afghanistan,Afghan War,"['Eritrea', 'Afghanistan', 'Ghana', 'Mali', 'Pakistan']"
Poland,51.7672799,18.0853462,Kalisch,1813,Russia,Saxony,Napoleonic Wars Russian Campaign,"['Slovenia', 'Russia', ' Morocco', 'Poland', 'Chad']"
India,26.1209624,79.7483995,Kalpi,1858,United Kingdom,"Jhansi, Bana",Indian Mutiny,"['India', 'Kenya', 'Ethiopia', 'Mali', 'New Zealand']"
Ukraine,48.6967162,26.5825364,Kamenets Podolsk,1944,Germany,USSR,World War II,"['Russia', 'Laos']"
Togo,7.92086,0.8391192,Kamina,1914,"United Kingdom, France",Germany,World War I,"['France', 'Germany']"
Uganda,0.3475964,32.5825197,Kampala,1979,Tanzania,Uganda,Tanzanian-Ugandan War,"['Tanzania', 'Uganda', 'Libya']"
Malaysia,4.308504,101.1536528,Kampar,1941,Japan,United Kingdom,World War II,"['Eritrea', 'Malaysia', 'Colombia', 'Chile']"
China,49.4899474,128.2539046,Kanchatzu,1937,Japan,USSR,Russo-Japanese War,"['Russia', 'Latvia', ' Honduras']"
Afghanistan,31.628871,65.7371749,Kandahar,1834,Dost Mohammad,Shah Shujar,Afghan Wars of Succession,"['Iran', 'Afghanistan', 'Serbia', 'Myanmar', 'Eritrea', 'Ghana']"
Afghanistan,31.628871,65.7371749,Kandahar,1880,United Kingdom,Afghanistan,Afghan War,"['Canada', 'Bhutan', 'Afghanistan', 'Eritrea', 'Taiwan', 'Myanmar', 'Brazil']"
Afghanistan,31.628871,65.7371749,Kandahar,1881,Abdur Rahman,Ayub Khan,Afghan War,"['Iran', 'Eritrea', 'Myanmar', 'Serbia']"
Afghanistan,31.628871,65.7371749,Kandahar,2001,"United States, United Kingdom, Northern Alliance",Taliban,Afghanistan War,"['Kenya', 'Myanmar', 'Nigeria']"
Sri Lanka,7.2905715,80.6337262,Kandy,1803,Kingdom of Kandy,United Kingdom,1st British-Kandyan War,"['Eritrea', 'United Kingdom', 'Benin', 'Sri Lanka']"
Sri Lanka,7.2905715,80.6337262,Kandy,1815,United Kingdom,Kingdom of Kandy,1st British-Kandyan War,"['Eritrea', 'Benin', 'Senegal']"
Sri Lanka,7.2905715,80.6337262,Kandy,1818,United Kingdom,Kingdom of Kandy,1st British-Kandyan War,"['Eritrea', 'United Kingdom', 'Benin']"
China,40.8287757,122.4475934,Kangwachai,1894,Japan,China,Sino-Japanese War,"['Singapore', 'Czechia', 'Japan', ' China ', 'Tanzania']"
India,26.5278876,81.324715,Kankar,1858,United Kingdom,Indian Rebels,Indian Mutiny,"['India', 'Eritrea', 'Lebanon', 'Guatemala', 'Spain']"
India,25.0557755,73.8893974,Kankrauli,1858,United Kingdom,Indian Rebels,Indian Mutiny,"['India', 'Sudan', 'Eritrea']"
Nigeria,12.0021794,8.5919561,Kano,1903,United Kingdom,Emirate of Kano,British Conquest of Nigeria,"['Eritrea', 'Kenya', 'Iran', 'Sudan']"
South Africa,-26.1250229,26.2341219,Kapain,1837,Boers,Matabele,Matabele War,"['Kiribati', 'Spain', 'Peru']"
Hungary,47.7584202,20.2459749,Kapolna,1849,Habsburg Empire,Hungarian Rebels,Hungarian Revolutionary War,"['Hungary', 'Sudan', 'Guatemala', 'Ghana', ' Egypt']"
New Zealand,-35.261263,174.1203023,Kapotai,1845,"United Kingdom, Maori Allies",Rebel Maori,1st New Zealand War,"['Peru', 'New Zealand', 'Finland', 'Malta', 'Myanmar']"
South Korea,37.8315403,127.5098827,Kapyong,1951,"South Korea, United Kingdom, Canada, Australia","North Korea, China",Korean War,"['China', ' India', 'Peru', 'South Korea', 'Romania', ' China ']"
Pakistan,24.8607343,67.0011364,Karachi,1971,India,Pakistan,1st Indo-Pakistani War,"['India', 'Pakistan', ' France']"
Armenia,40.8160028,44.4399113,Karakilise,1915,Russia,Ottoman Empire,World War I,"['Turkey', 'Russia', ' Turkey']"
Jordan,31.9533644,35.5801125,Karama,1968,Palestinians,Israel,Arab-Israeli Border Wars,"['Panama', 'Iran', 'Israel', 'Pakistan']"
Greece,39.3640258,21.9214049,Karditsa,1948,Greek Government,Greek Communist Rebels,Greek War,['Greece']
South Africa,-28.86278,26.3638899,Karee Siding,1900,United Kingdom,Orange Free State,Boer War,['Greece']
Russia,63.1558702,32.9905552,Karelia,1941,Finland,USSR,World War II,"['Finland', 'Germany', 'Russia', 'Latvia', 'Benin']"
China,29.3154257,89.9860263,Karo Pass,1904,United Kingdom,Tibet,British Invasion of Tibet,"['Eritrea', 'Libya', 'Pakistan', ' France']"
Greece,38.9149201,21.7935895,Karpenision,1823,Greek Rebels,Ottoman Empire,Greek War,"['Turkey', 'Albania', ' Turkey']"
Greece,38.9149201,21.7935895,Karpenision,1949,Greece,Greek Communist Rebels,Greek War,"['Germany', 'Turkmenistan']"
Turkey,40.6013378,43.0974525,Kars,1828,Russia,Ottoman Empire,Russo-Turkish War,"['Russia', ' Turkey', 'Greece']"
Turkey,40.6013378,43.0974525,Kars,1855,Russia,Ottoman Empire,Crimean War,"['Russia', 'Armenia', ' Turkey']"
Turkey,40.6013378,43.0974525,Kars,1877,Russia,Ottoman Empire,Russo-Turkish War,"['Russia', ' Turkey']"
Zambia,-10.2290555,31.193945,Kasama,1918,Draw,Draw,World War I,"['Latvia', 'Panama', 'Germany', 'Eritrea']"
India,27.808529,78.6461098,Kasganj,1857,United Kingdom,Indian Rebels,Indian Mutiny,"['Taiwan', ' India', 'Czechia', 'Hungary', 'Finland']"
Greece,35.401053,26.9263671,Kasos,1824,Massacre,Massacre,Greek War,"['Oman', 'Albania', 'Laos']"
Egypt,30.5626126,31.9363615,Kassassin,1882,United Kingdom,Egypt,Arabis Egyptian Rebellion,"['Egypt', 'Eritrea', 'Somalia', ' Turkey']"
Tunisia,35.1722716,8.8307626,Kasserine,1943,Germany,United States,World War II,"['South Africa', 'Tunisia', 'Germany', 'Eritrea']"
Israel,31.8159232,35.135982,Kastel,1948,Israel,Palestinian Arabs,Mexican War,"['Benin', 'Bolivia', 'Germany', 'Iran']"
Greece,40.5192691,21.2687171,Kastoria,1948,Greece,Greek Communist Rebels,Greek War,"['Austria', 'Malaysia', 'Greece', 'Albania']"
India,29.3626593,80.1723927,Katalgarh,1815,Gurkhas,United Kingdom,British-Gurkha War,"['Eritrea', ' Turkey', 'Nepal', 'Canada', 'Gibraltar', 'Kiribati']"
Egypt,30.6550556,33.1437298,Katia (1st),1916,Draw,Draw,World War I,"['Eritrea', 'China', ' Turkey']"
New Zealand,-39.1334421,173.9259885,Katikara,1863,United Kingdom,Maori,1st New Zealand War,['Tanzania']
Germany,51.1249155,16.0020407,Katzbach,1813,Prussia,France,War of Liberation,"['Russia', 'Benin']"
Finland,62.4363332,22.1875413,Kauhajoki,1808,Sweden,Russia,Napoleonic Wars Russo-Swedish War,"['Slovenia', 'Russia', 'Finland', 'Sweden', 'Ecuador']"
Myanmar,16.5573782,98.2404397,Kawkareik,1942,Japan,United Kingdom,World War II,"['Japan', 'Thailand', ' India', 'Malta']"
Russia,55.8304307,49.0660806,Kazan,1918,"White Russians, Czech Legion",Bolsheviks,Russian Civil War,"['Czechia', 'Japan', 'Russia']"
United States,41.9831976,-88.7668485,Kelloggs Grove,1832,United States,Sauk Indians,Black Hawk War,"['Ghana', ' India']"
United States,38.4768339,-77.7917898,Kellys Ford (1st),1863,Confederate States of America,United States,American Civil War,"['Azerbaijan', 'Nigeria', 'Chile']"
Belgium,50.7833333,2.8166667,Kemmel,1918,France,Germany,World War I,"['Germany', ' France', 'Ukraine']"
Myanmar,16.8035232,96.0958933,Kemmendine,1824,United Kingdom,Burma,Burmese War,"['Bhutan', 'Cuba', 'Eritrea']"
Guinea,11.0748,-8.837435,Keniera,1882,"France, Keniera",Mandingos,Franco-Mandingo War,"['France', 'Kenya', 'Papua New Guinea', ' Turkey', 'Germany', ' France']"
United States,33.9466944,-84.6010297,Kennesaw Mountain,1864,United States,Confederate States of America,American Civil War,"['Azerbaijan', 'Georgia', 'Malta']"
South Africa,-32.5065503,28.3169714,Kentani,1878,"United Kingdom, Mfengu",Xhosa,Cape Frontier Wars,"['Panama', 'Belarus', 'Bhutan']"
Ukraine,45.357314,36.468293,Kerch,1855,"United Kingdom, France, Turkey",Russia,Crimean War,"['Turkey', 'Russia', 'Kenya']"
Ukraine,45.357314,36.468293,Kerch,1942,Germany,USSR,World War II,"['Russia', 'Germany']"
Ukraine,45.357314,36.468293,Kerch,1944,USSR,Germany,World War II,"['Russia', 'Peru', 'Germany']"
Eritrea,15.7800173,38.4534461,Keren,1941,United Kingdom,Italy,World War II,"['South Africa', 'Eritrea', 'Sudan']"
Ukraine,49.4462365,24.9036056,Kerensky Offensive,1917,Germany,Russia,World War I,"['Pakistan', 'China']"
United States,39.1467144,-78.1977698,Kernstown,1862,United States,Confederate States of America,American Civil War,"['Grenada', 'Kenya', 'Nigeria']"
United States,39.1451051,-78.1891676,Kernstown,1864,Confederate States of America,United States,American Civil War,"['Kenya', 'France', 'Nigeria']"
United States,38.7253163,-77.6914849,Kettle Run,1862,Confederate States of America,United States,American Civil War,['Nigeria']
Libya,32.9019792,21.9675889,Keyes Raid,1941,Germany,United Kingdom,World War II,"['South Africa', 'Eritrea', 'Haiti', 'Romania', ' Colombia', 'Mauritania', ' Italy']"
Saudi Arabia,28.4256618,48.4887224,Khafji,1991,"United States, Saudi Arabia, Qatar",Iraq,Gulf War,"['Iraq', 'Saudi Arabia', 'Nigeria', 'Chad', ' Italy', 'Germany', 'Iran']"
India,24.9175215,79.9269656,Khajwa,1857,United Kingdom,Indian Rebels,Indian Mutiny,"['India', 'Guatemala']"
Russia,47.6975071,118.6138289,Khalkan Gol,1939,USSR,Japan,Russo-Japanese War,"['Russia', 'Japan', 'Romania', 'Mongolia', 'Togo']"
South Africa,-27.6747935,30.7156493,Khambula,1879,United Kingdom,Zulu Kingdom,Anglo-Zulu War,"['Eritrea', 'Finland', 'Zambia', 'Cyprus']"
Iraq,33.8779758,42.5080989,Khan Baghdadi,1918,United Kingdom,Ottoman Empire,World War I,"['Romania', ' India', 'Chad', ' Turkey']"
Iraq,34.3542535,45.3839381,Khanikin,1916,Ottoman Empire,Russia,World War I,"['Russia', ' Turkey', ' Colombia', 'Serbia', 'Chad', 'Ghana']"
Ukraine,49.9935,36.230383,Kharkov,1942,Germany,USSR,World War II,"['Mexico', 'Russia', 'Germany']"
Ukraine,49.9935,36.230383,Kharkov (1st),1943,Germany,USSR,World War II,['Spain']
Ukraine,49.9935,36.230383,Kharkov (2nd),1943,USSR,Germany,World War II,['Germany']
Sudan,15.5006544,32.5598994,Khartoum,1884,Sudanese Mahdists,"United Kingdom, Egypt",British-Sudan War,['Iran']
India,26.0648523,76.4383355,Khem Karan,1965,Draw,Draw,1st Indo-Pakistani War,"['India', 'Pakistan', 'Nepal', ' India']"
Morocco,32.9340471,-5.661571,Khenifra,1914,France,Zaia,French Colonial War in North Africa,"['France', 'South Africa', 'Ghana', 'Laos', 'Kenya', ' France']"
Vietnam,16.6063053,106.6959458,Khe Sanh,1967,"United States, South Vietnam",Viet Cong,Vietnman War,"['North Sea', 'Iran', 'Laos']"
Vietnam,16.6217836,106.6959458,Khe Sanh,1968,Draw,Draw,Vietnam,"['North Sea', 'Nigeria', 'Germany']"
Uzbekistan,41.3895075,60.3414529,Khiva,1873,Russia,Khanate of Bokhara,Russian Conquest of Central Asia,"['Russia', 'Ghana']"
Iran,38.5534106,44.9396623,Khoi,1822,Persia,Ottoman Empire,Turko-Persian War in Azerbaijan,"['Turkey', 'Azerbaijan', ' Turkey', ' Italy', 'Iran', 'Oman']"
Uzbekistan,40.5341079,70.9309024,Khokand,1875,Russia,Khokand,Russian Conquest of Central Asia,"['Russia', 'Poland', 'Malta']"
Iran,29.1838747,51.0922337,Khoosh-Ab,1857,United Kingdom,Persia,Anglo-Persian War,"['Congo', 'Iran', 'Afghanistan', 'Eritrea', 'Serbia', 'Germany']"
Iran,30.4256219,48.1891185,Khorramshahr,1980,Iraq,Iran,Iran-Iraq War,"['Iraq', 'Madagascar', 'Iran']"
Iran,30.4256219,48.1891185,Khorramshahr,1982,Iran,Iraq,Iran-Iraq War,"['Iraq', 'Iran']"
Afghanistan,33.3338472,69.9371673,Khost,1985,USSR,Mujahideen,Afghan War,"['Iran', 'Brazil', 'Chad', ' Egypt', 'Pakistan', 'Russia']"
Afghanistan,33.3338472,69.9371673,Khost,1991,Mujahideen,Afghan Government,Afghan War,"['Iran', 'Chad', ' Egypt', 'Russia', 'Brazil']"
Afghanistan,32.1160808,66.864765,Khujbaz,1865,Sher Ali,"Amin Khan, Sharif Khan",Afghan Wars of Succession,"['Afghanistan', 'Brazil']"
Afghanistan,32.1160808,66.864765,Khujbaz,1867,Azim Khan,Sher Ali,Afghan Wars of Succession,"['Kenya', 'Palau', 'Myanmar', 'Iran']"
United States,32.0584983,-95.5222962,Kickapoo Town,1838,Texas,Kickapoo Indians,Kickapoo Indian Wars,"['India', 'Nepal', ' India']"
Egypt,30.715679,28.8770253,Kidney Ridge,1942,United Kingdom,Germany,World War II,"['South Africa', 'Eritrea', 'Nigeria']"
Ukraine,50.4501,30.5234,Kiev,1920,Poland,USSR,Russo-Polish War,"['Benin', 'China', 'Poland', 'Latvia', 'Russia']"
Ukraine,50.4501,30.5234,Kiev,1941,Germany,USSR,World War II,"['Slovenia', 'Ukraine', 'Yemen', ' Morocco']"
Ukraine,50.4501,30.5234,Kiev,1943,USSR,Germany,World War II,"['Spain', 'Congo', 'Germany', 'Russia']"
Afghanistan,35.0155405,69.1186375,Kila Alladad,1867,Azim Khan,Sher Ali,Afghan Wars of Succession,"['Iran', 'Brazil']"
Greece,40.9937071,22.8753674,Kilkis,1913,Greece,Bulgaria,Balkan War,"['Bulgaria', 'Macedonia', 'Serbia', 'Tanzania', 'Kenya']"
United States,47.4217192,-102.9189688,Killdeer Mountain,1864,United States,Sioux Indians,Sioux Indian Wars,"['India', 'Norway']"
United States,31.9719282,-95.3231823,Killough Massacre,1838,Massacre,Massacre,Kickapoo Indian Wars,"['Mexico', 'Macedonia', 'Nepal', ' India']"
Ireland,52.3986564,-8.5709354,Kilmallock,1922,Irish Free State,Irish Republicans,Irish Civil War,"['Iran', 'Azerbaijan']"
South Africa,-28.7282384,24.7499112,Kimberely,1899,United Kingdom,Orange Free State,Boer War,['Iran']
Ukraine,46.507555,31.778783,Kinburn,1855,"United Kingdom, France",Russia,Crimean War,"['Russia', 'Congo', 'Nigeria']"
Pakistan,30.1871558,71.4416443,Kineyre,1848,"United Kingdom, Pathans, Baluchis, Bhawalpur",Punjab,British Sikh War,"['Eritrea', 'Bhutan', 'Sudan', 'Ghana', 'Palau', 'Mali', 'Malta', 'Taiwan']"
United States,35.2626635,-77.5816353,Kinston,1862,United States,Confederate States of America,American Civil War,"['Azerbaijan', 'North Korea', 'Yemen', 'Croatia']"
United States,35.2626635,-77.5816353,Kinston,1865,United States,Confederate States of America,American Civil War,"['Azerbaijan', ' China ', 'Yemen', 'North Korea', 'Iran']"
Saudi Arabia,25.3057092,49.5432732,Kinzan,1915,Rashidis,Saudis,Saudi-Rashidi Wars,"['Iran', 'Chad', 'Palau', 'Sudan', 'Eritrea', ' Turkey']"
Sudan,19.478924,30.5533303,Kirkeban,1885,United Kingdom,Mahdists,British-Sudan War,"['Eritrea', 'Mali', 'Korea']"
India,18.5699361,73.848454,Kirkee,1817,United Kingdom,Marathas,2nd Anglo-Maratha War,"['India', 'Ghana', 'Eritrea']"
Norway,69.7269192,30.0450432,Kirkenes,1944,"Finland, USSR",Germany,World War II,"['Germany', 'Finland', ' Turkey', 'Norway', 'China', 'Latvia']"
Turkey,41.734722,27.225278,Kirk Kilissa,1912,Bulgaria,Ottoman Empire,Balkan War,"['France', ' Turkey', 'Macedonia', 'Kosovo']"
United States,40.1947539,-92.5832496,Kirksville,1862,United States,Confederate States of America,American Civil War,"['Djibouti', 'Ukraine', 'Paraguay']"
Ukraine,48.507933,32.262317,Kirovograd,1944,USSR,Germany,World War II,"['Russia', 'Benin', 'Germany', 'Jordan']"
Germany,50.2007337,10.080392,Kissingen,1866,Prussia,Bavaria,Seven Weeks War,"['Germany', 'Russia', 'Guadeloupe']"
Turkey,40.6034622,43.4247972,Kizil-Tepe,1877,Ottoman Empire,Russia,Russo-Turkish War,"['Russia', ' Turkey', 'Sudan']"
South Africa,-26.1857611,28.3290267,Kleinfontein,1901,United Kingdom,Transvaal,Boer War,"['Benin', 'Eritrea']"
Greece,38.3365613,21.4161672,Klissova,1826,Greek Rebels,Ottoman Empire,Greek War,"['Turkey', 'Latvia', 'Greece']"
Croatia,44.0407757,16.1964988,Knin,1995,Croatia,Serbia,Croatian War,"['Serbia', 'Croatia', 'Ukraine']"
Belarus,52.2141109,24.3581792,Kobryn,1812,Russia,Saxony,Napoleonic Wars Russian Campaign,"['Russia', 'Korea']"
Poland,51.64122,22.44796,Kock,1939,Germany,Poland,World War II,"['Iran', 'Poland', 'Germany']"
New Zealand,-37.266472,175.0468393,Koheroa,1863,United Kingdom,Maoris,1st New Zealand War,"['Finland', 'Mali']"
India,25.6585963,94.1053307,Kohima,1944,United Kingdom,Japan,World War II,"['Japan', ' India', 'Eritrea']"
Papua New Guinea,-8.8772848,147.7374471,Kokoda Trail,1942,"Australia, United States",Japan,World War II,"['Japan', 'Australia']"
Finland,61.766667,28.7644783,Kokonsaari,1808,Russia,Sweden,Napoleonic Wars Russo-Swedish War,"['Slovenia', 'Ghana', 'Russia', 'Sweden', ' Colombia', 'China']"
Solomon Islands,-9.416667,159.9144783,Kokumbona,1942,United States,Japan,World War II,['Iran']
United States,33.9100718,-84.5993983,Kolbs Farm,1864,United States,Confederate States of America,American Civil War,"['Azerbaijan', 'Georgia', 'Malta']"
Solomon Islands,-7.6511847,157.0010873,Kolombangara,1943,Japan,United States,World War II,"['Japan', 'Georgia', 'Austria', 'Nigeria']"
Serbia,44.4612979,19.8193909,Kolubara,1914,Serbia,Austria-Hungary,World War I,"['China', 'Belgium']"
Democratic Republic of the Congo,-10.7275273,25.5088914,Kolwezi,1978,France,Mbumba Rebels,Shaba War,"[' France', ' Colombia']"
United States,54.9362123,165.8021382,Komandorski Islands,1943,United States,Japan,World War II,"['Japan', 'Albania']"
